"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","me01_01","me01_02","me01_03","me01_04","me01_05","me01_06","me01_07","me01_08","ko01_01","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","he01_01","he01_02","he01_03","he01_04","he01_05","he01_06","he01_07","he01_08","he01_09","he01_10","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","de01","de02_01","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"198",477,NA,NA,"base","interview",2,2,2,2,1,2,4,1,1,1,1,1,1,1,2,1,4,5,1,1,1,1,3,3,4,2,2,2,2,2,4,4,2,1,76,74,100,1,76,86,100,3,51,78,51,100,100,100,100,100,100,7,1,100,30,64,100,1,14,25,100,NA,100,6,6,6,6,6,6,6,6,4,6,53,53,54,31,33,101,101,101,101,12,46,17,101,82,95,43,52,101,72,51,1,23,28,5,7,96,130,65,169,107,64,55,140,25,6,864,NA,TRUE,FALSE,11,11,1,1,"0,98"
"199",478,NA,NA,"base","interview",2,5,4,2,1,1,2,2,1,6,1,1,5,1,3,2,3,3,1,3,3,3,2,1,1,2,2,2,1,2,3,3,1,1,70,84,31,52,34,86,87,38,24,59,1,21,100,68,100,100,100,11,1,100,40,87,61,52,40,56,100,50,39,5,4,4,6,5,5,5,5,3,4,23,13,34,24,11,70,99,13,24,37,33,14,52,53,52,16,35,64,49,5,2,27,46,6,16,53,79,35,172,76,53,59,56,18,6,623,NA,TRUE,FALSE,11,11,0,0,"1,24"
"200",488,NA,NA,"base","interview",3,4,3,4,2,2,4,2,1,5,1,3,2,3,3,2,4,4,4,6,5,2,3,5,3,4,4,2,2,5,3,2,2,1,100,1,51,1,51,100,100,26,1,51,1,76,100,100,100,91,76,1,1,100,76,51,51,1,1,51,90,NA,100,6,4,4,5,2,5,4,4,1,4,71,36,51,51,35,81,92,1,24,24,51,25,51,41,41,1,51,50,51,1,2,31,46,6,3,63,89,36,204,88,45,67,91,20,8,714,NA,TRUE,FALSE,11,11,1,1,"1,29"
"201",490,NA,NA,"base","interview",4,2,4,3,4,5,5,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,4,5,2,2,4,4,3,2,1,1,100,84,24,99,76,62,34,71,52,1,1,100,1,51,45,26,26,5,52,48,NA,NA,100,NA,80,1,NA,70,6,6,6,6,5,6,5,5,5,5,52,27,62,37,26,70,5,NA,16,41,41,17,NA,NA,NA,NA,31,7,50,50,1,23,54,5,14,219,228,85,9620,129,51,60,80,41,6,1103,NA,TRUE,FALSE,11,11,8,7,"0,72"
"202",492,NA,NA,"base","interview",2,1,1,2,2,3,4,1,2,5,1,1,1,1,1,1,5,2,1,2,1,2,5,2,2,6,6,6,6,4,5,3,3,10,93,62,71,100,74,94,100,13,86,33,62,83,91,95,100,95,100,1,1,65,56,46,40,71,26,100,100,18,5,5,6,6,5,6,5,6,4,2,5,101,101,101,87,69,101,101,101,101,41,42,75,101,40,37,88,87,101,89,72,1,23,19,6,5,341,366,108,455,228,129,189,130,35,6,1992,NA,TRUE,FALSE,11,11,0,0,"0,66"
"203",494,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,2,2,1,3,2,1,1,70,51,80,1,100,61,100,1,1,100,51,100,100,100,100,100,100,1,1,100,1,100,100,1,1,1,100,100,16,6,6,6,6,6,6,6,6,6,6,26,26,26,26,26,26,91,101,101,51,51,51,101,66,76,76,26,101,51,51,2,20,1,5,26,38,271,75,183,64,52,36,129,18,8,900,NA,TRUE,FALSE,11,11,0,0,"1,07"
"204",496,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,6,4,1,6,1,4,1,6,1,6,6,3,3,5,4,5,2,1,100,NA,53,51,51,69,83,22,2,52,31,87,100,100,100,100,73,26,1,100,50,40,100,31,1,100,100,1,90,4,4,6,6,6,6,6,6,6,5,81,31,81,51,1,76,51,51,71,46,51,51,51,51,51,21,51,51,51,31,2,36,55,6,7,70,137,67,168,210,96,115,171,27,346,1074,NA,TRUE,FALSE,11,11,2,2,"0,77"
"205",498,NA,NA,"base","interview",1,2,2,2,4,2,2,1,1,2,3,1,2,1,1,1,4,2,2,3,1,2,2,2,1,3,4,2,2,2,2,2,1,1,51,11,75,11,33,80,95,6,1,80,25,95,95,95,95,95,95,6,1,95,34,51,95,11,1,51,95,6,1,5,5,5,5,5,5,5,4,4,6,51,41,26,11,6,51,51,96,76,51,51,11,51,51,51,68,41,51,41,21,2,27,13,6,297,146,561,150,361,133,71,126,282,21,10,1872,NA,TRUE,FALSE,11,11,1,1,"0,52"
"206",500,NA,NA,"base","interview",2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,3,3,2,2,1,2,2,1,1,100,1,87,1,100,76,100,21,1,11,100,100,100,100,100,92,43,1,1,100,1,100,84,1,1,1,100,91,100,3,6,5,6,6,6,6,5,3,6,51,15,27,1,1,19,87,58,1,14,51,13,51,51,51,68,51,51,38,1,3,33,1,6,20,59,68,30,93,52,32,40,65,14,1,474,NA,TRUE,FALSE,11,11,0,0,"1,7"
"207",502,NA,NA,"base","interview",1,2,1,3,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,3,1,1,2,1,1,1,1,51,77,51,8,64,76,51,1,1,71,51,100,73,51,51,74,100,5,1,51,34,87,90,51,6,5,51,51,77,5,5,4,NA,6,6,6,6,5,5,13,10,6,7,3,15,51,79,47,34,51,10,62,69,73,70,43,51,41,58,1,25,18,6,2,45,98,40,193,76,43,52,145,18,3,715,NA,TRUE,FALSE,11,11,1,1,"1,45"
"208",505,NA,NA,"base","interview",3,5,5,2,3,2,5,2,2,6,5,1,6,4,1,1,6,1,1,1,1,1,5,3,6,3,3,2,2,4,4,3,3,51,100,26,100,100,100,100,100,100,1,100,51,100,100,100,100,6,1,1,1,100,76,75,51,1,26,100,100,51,51,6,6,6,6,6,6,4,6,1,2,51,51,101,11,21,21,101,51,76,26,76,11,26,51,51,1,1,51,51,1,2,26,62,6,24,117,141,50,219,176,56,57,121,22,5,988,NA,TRUE,FALSE,11,11,0,0,"0,87"
"209",507,NA,NA,"base","interview",2,4,1,2,4,3,4,1,1,5,2,6,2,4,3,1,6,4,2,6,2,1,1,4,1,6,6,6,2,6,6,3,1,67,76,48,74,31,37,92,91,20,24,46,25,86,98,100,16,37,18,100,1,100,72,86,31,46,62,59,94,48,20,6,4,5,6,6,6,6,2,3,4,36,47,56,19,86,83,81,101,1,9,13,24,83,52,64,1,52,73,41,27,2,24,62,6,236,85,99,36,181,122,37,74,91,14,2,752,NA,TRUE,FALSE,11,11,0,0,"1,22"
"210",509,NA,NA,"base","interview",5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,100,100,100,100,100,1,100,67,100,1,5,1,95,100,100,16,42,1,1,56,1,100,85,21,1,100,100,100,1,100,1,1,1,1,1,1,1,1,1,1,101,101,101,101,101,101,101,30,1,1,1,101,32,1,1,1,101,86,101,11,2,24,70,6,3,27,57,44,128,55,33,37,51,33,11,479,NA,TRUE,FALSE,11,11,0,0,"1,72"
"211",510,NA,NA,"base","interview",2,3,3,3,4,2,2,1,1,2,1,1,1,1,1,1,2,4,1,4,1,3,2,5,3,6,6,5,5,5,5,5,3,4,100,NA,89,10,78,71,86,15,1,51,100,100,100,100,100,100,89,1,1,100,80,95,100,18,1,80,100,100,90,5,6,6,6,6,6,6,6,1,6,87,86,22,73,74,93,101,94,89,31,31,84,101,31,101,81,101,101,101,41,1,26,25,6,32,108,126,68,232,90,84,86,144,24,4,998,NA,TRUE,FALSE,11,11,2,2,"0,84"
"212",511,NA,NA,"base","interview",3,3,3,4,2,2,5,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,3,1,6,2,1,1,3,4,1,1,NA,100,100,52,52,100,100,100,80,1,100,58,77,100,100,100,100,35,1,21,100,100,100,85,1,51,100,100,65,83,6,6,6,6,6,6,6,6,2,4,70,70,101,51,70,70,101,80,36,36,36,51,101,58,101,1,51,51,51,51,2,23,61,5,4471,67,85,43,135,81,41,45,87,13,5,613,NA,TRUE,FALSE,11,11,1,1,"1,2"
"213",512,NA,NA,"base","interview",3,3,4,5,4,3,2,2,1,3,4,4,5,5,4,3,5,4,3,3,4,4,5,5,2,2,2,3,5,3,1,1,1,11,85,54,21,40,4,56,45,68,12,32,9,34,61,52,51,NA,3,52,61,76,79,74,49,49,56,81,52,54,40,3,3,3,3,4,3,4,4,3,4,54,54,54,50,38,33,40,29,31,49,51,47,52,53,51,51,47,53,51,26,2,24,57,6,3,68,78,36,132,89,39,61,71,20,3,600,NA,TRUE,FALSE,11,11,1,1,"1,51"
"214",513,NA,NA,"base","interview",2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,1,1,3,1,4,4,2,2,2,1,1,1,1,36,26,51,25,26,51,80,6,1,31,76,75,100,25,51,90,100,11,1,100,33,51,100,31,11,75,100,36,100,6,6,6,6,6,6,6,6,4,5,10,16,8,8,16,16,51,79,49,49,48,11,90,90,90,90,1,NA,1,51,2,33,26,6,11,120,223,112,384,138,91,109,189,26,5,1408,NA,TRUE,FALSE,11,11,2,2,"0,69"
"215",517,NA,NA,"base","interview",2,4,3,5,2,5,2,1,1,1,5,1,5,1,1,1,1,2,1,3,1,1,1,3,1,2,2,2,2,3,4,4,2,1,61,80,90,61,90,100,100,1,1,60,100,100,100,100,100,100,100,1,1,100,70,100,100,80,1,90,100,40,31,6,6,6,6,6,6,6,6,4,6,51,1,1,1,1,1,101,101,101,81,81,1,101,101,91,61,1,101,21,81,1,19,23,5,71,73,144,66,273,94,43,48,154,21,4,991,NA,TRUE,FALSE,11,11,0,0,"0,94"
"216",537,NA,NA,"base","interview",4,5,5,5,2,3,5,3,3,6,6,6,6,2,4,3,5,3,4,4,4,3,3,4,2,5,6,6,6,6,6,6,5,80,26,24,1,100,6,100,100,45,2,1,1,56,5,100,100,72,15,3,1,53,100,100,50,1,1,100,48,36,72,6,4,4,4,4,4,4,4,2,1,20,6,51,20,31,51,51,30,1,1,31,59,51,51,28,1,49,1,79,51,2,30,85,6,5,65,72,33,110,78,45,69,58,25,10,570,NA,TRUE,FALSE,11,11,0,0,"1,36"
"217",539,NA,NA,"base","interview",1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,3,3,3,5,4,1,1,44,12,72,1,100,100,100,95,1,100,48,100,69,100,100,100,100,1,1,100,47,100,100,40,1,71,100,46,42,6,6,6,6,6,6,6,6,5,5,51,51,16,51,11,51,51,12,95,51,51,51,52,51,52,51,51,51,52,27,1,20,16,5,2,41,101,34,129,60,34,44,89,19,4,557,NA,TRUE,FALSE,11,11,0,0,"1,59"
"218",556,NA,NA,"base","interview",1,1,1,1,2,2,3,1,1,2,1,1,2,2,1,1,5,5,1,4,1,1,3,2,2,3,2,2,1,3,3,2,2,7,53,26,100,1,39,19,98,1,45,45,36,100,100,90,74,67,100,1,4,81,11,90,85,40,11,46,100,99,82,5,5,4,6,5,6,5,6,4,6,24,22,3,5,5,13,79,94,88,28,72,6,72,79,79,82,51,79,44,74,1,24,10,6,10,123,3446,49,129,2653,1033,52,127,36,4,794,NA,TRUE,FALSE,11,11,0,0,"0,78"
"219",558,NA,NA,"base","interview",3,4,1,1,2,1,1,3,1,1,1,6,1,1,1,1,1,5,5,5,6,3,1,6,1,6,6,3,2,6,5,2,2,1,100,48,50,1,53,84,90,32,1,64,6,100,55,80,56,86,86,29,1,100,75,82,98,6,36,79,100,100,28,6,6,4,6,6,2,6,4,5,2,56,56,40,59,20,NA,54,88,43,43,66,54,52,54,84,38,52,51,53,32,2,22,15,6,5,201,189,63,198,155,111,90,98,25,7,1142,NA,TRUE,FALSE,11,11,3,3,"0,87"
"220",562,NA,NA,"base","interview",2,3,3,3,3,2,3,3,2,6,3,2,4,1,2,2,3,3,3,3,3,2,3,3,3,6,6,4,4,4,3,3,2,NA,49,17,45,2,16,43,47,1,1,30,12,93,46,100,69,65,100,9,2,80,29,53,68,7,58,60,61,67,35,6,6,6,6,6,6,6,6,4,5,59,58,59,55,53,89,91,88,12,52,53,79,67,34,44,42,66,79,74,75,2,23,36,6,11,95,120,49,117,80,39,38,73,25,11,658,NA,TRUE,FALSE,11,11,0,0,"1,14"
"221",564,NA,NA,"base","interview",1,4,2,2,1,1,2,1,1,2,1,1,3,1,1,1,6,3,1,5,2,1,1,1,2,2,1,1,1,1,1,1,1,4,4,1,1,16,21,70,81,32,11,100,49,100,100,100,100,100,100,2,2,100,71,76,100,6,3,70,60,8,32,6,6,6,6,6,6,6,6,5,6,14,14,27,5,6,35,94,101,86,76,82,6,82,82,69,17,48,54,53,23,2,19,24,5,9,111,206,1163,238,155,47,63,163,33,14,1092,NA,TRUE,FALSE,11,11,0,0,"0,71"
"222",565,NA,NA,"base","interview",4,5,4,3,5,4,2,2,2,5,1,4,1,4,5,3,2,1,1,1,2,3,5,6,1,5,5,2,2,6,6,5,3,6,40,15,1,71,41,74,86,67,1,7,15,68,59,73,82,70,62,5,18,70,51,71,26,1,37,76,35,16,70,6,4,4,5,4,4,5,5,3,2,87,87,53,50,28,18,30,27,16,7,13,54,48,13,45,2,18,11,79,1,2,21,55,5,2,30,36,22,1513,41,23,30,38,15,1,428,NA,TRUE,FALSE,11,11,0,0,"2,28"
"223",567,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,4,2,1,1,2,1,1,1,100,1,100,1,61,2,100,1,1,57,1,100,27,100,100,100,100,1,1,100,1,100,100,1,1,1,61,1,42,6,6,6,6,6,6,6,6,6,6,22,21,1,1,2,2,101,66,66,51,51,1,51,51,101,101,37,101,51,51,1,21,1,5,26,32,79,29,122,50,44,33,84,18,6,523,NA,TRUE,FALSE,11,11,0,0,"1,48"
"224",568,NA,NA,"base","interview",2,4,5,3,2,1,4,1,2,5,2,2,3,5,2,1,5,1,1,1,1,1,3,3,2,5,5,5,2,5,5,3,1,NA,50,100,51,6,11,76,51,17,1,30,11,29,67,34,50,51,36,23,2,51,71,51,80,1,6,65,51,50,36,5,6,5,6,5,6,6,6,4,5,91,71,51,41,11,34,51,38,38,33,38,49,52,52,52,22,53,53,77,22,2,22,65,5,21,83,88,1020,444,136,35,59,690,18,4,1043,NA,TRUE,FALSE,11,11,0,0,"0,86"
"225",573,NA,NA,"base","interview",1,3,1,3,3,3,4,2,2,2,1,2,1,2,3,1,4,2,1,2,2,1,3,3,2,4,5,4,5,3,5,3,4,1,21,60,31,31,70,85,100,11,40,35,6,51,90,71,90,51,75,21,1,100,50,41,85,75,26,65,70,65,60,5,5,5,6,5,4,4,4,3,5,41,61,16,41,11,31,86,81,41,51,51,36,66,41,76,36,61,71,56,26,2,21,33,5,7,118,258,82,529,263,59,88,155,30,7,1596,NA,TRUE,FALSE,11,11,0,0,"0,72"
"226",578,NA,NA,"base","interview",3,5,2,3,3,1,3,2,1,6,1,1,1,2,4,1,5,6,1,6,3,4,5,5,3,5,5,3,3,4,5,1,1,11,51,51,30,51,51,100,51,60,41,1,NA,60,90,75,76,61,31,1,16,51,51,51,66,51,30,80,75,NA,6,4,4,4,6,4,5,5,5,3,4,51,51,51,51,51,51,51,51,41,51,51,51,51,36,51,31,51,51,51,21,2,26,52,5,21,101,128,55,220,148,83,161,127,28,3,1075,NA,TRUE,FALSE,11,11,2,2,"0,85"
"227",580,NA,NA,"base","interview",1,4,2,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,2,2,1,1,NA,3,2,1,1,100,1,46,1,100,99,100,15,1,21,100,100,50,100,100,100,99,1,1,100,1,100,100,6,1,1,100,100,21,4,5,5,6,5,6,6,5,4,5,20,20,6,8,10,8,53,52,55,52,52,16,51,51,51,51,51,52,40,59,2,25,38,5,3,66,163,35,126,61,35,36,60,16,4,605,NA,TRUE,FALSE,11,11,1,1,"1,58"
"228",582,NA,NA,"base","interview",3,5,4,2,3,3,2,1,2,1,5,4,1,5,2,1,5,4,1,6,4,4,6,6,4,6,4,3,1,5,2,2,1,1,51,80,1,80,80,100,100,51,51,1,51,100,100,80,90,41,60,1,70,51,41,40,61,51,56,90,90,51,60,6,4,4,6,4,4,2,3,2,2,71,61,51,51,51,61,51,11,31,46,21,51,51,51,51,46,91,61,51,6,2,26,48,5,10,208,331,478,392,253,124,146,216,36,4,1773,NA,TRUE,FALSE,11,11,0,0,"0,57"
"229",583,NA,NA,"base","interview",1,3,2,2,1,1,3,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,3,3,3,11,21,70,21,21,70,71,90,11,56,21,30,41,100,61,100,100,100,40,21,100,65,71,100,70,21,60,90,40,60,5,6,6,6,6,6,6,6,5,6,71,66,16,66,31,71,71,91,86,61,61,31,71,11,71,61,66,71,66,11,2,25,23,6,10,106,211,105,463,133,75,73,369,43,29,1617,NA,TRUE,FALSE,11,11,0,0,"0,6"
"230",588,NA,NA,"base","interview",4,5,5,4,3,3,3,1,1,6,1,3,3,5,5,1,6,4,1,4,3,4,6,6,1,6,6,5,2,6,4,3,3,24,100,80,11,100,70,100,100,2,1,6,51,100,100,58,100,51,77,51,1,51,73,39,28,51,11,100,100,100,19,5,4,4,6,4,6,6,6,2,5,81,74,81,74,75,96,101,94,14,1,1,50,81,47,36,1,79,63,86,1,1,23,52,6,2,113,237,138,564,242,105,126,229,44,12,1812,NA,TRUE,FALSE,11,11,0,0,"0,71"
"231",589,NA,NA,"base","interview",1,3,4,3,3,2,2,1,2,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,4,2,2,2,3,3,1,1,1,100,74,100,65,100,100,100,1,51,11,51,100,100,80,100,79,1,1,1,100,55,91,100,56,NA,36,100,100,80,6,6,6,6,6,6,6,6,6,6,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1,23,23,5,2,81,183,86,230,69,47,45,66,22,7,838,NA,TRUE,FALSE,11,11,2,2,"1,22"
"232",599,NA,NA,"base","interview",1,2,3,4,3,3,4,2,3,4,2,3,4,2,2,2,4,2,2,3,3,2,5,3,4,5,5,5,4,5,5,4,4,6,80,89,51,22,77,79,89,30,59,9,NA,50,100,33,79,51,21,50,11,51,71,59,61,72,44,68,56,NA,80,5,5,5,4,4,5,5,4,2,4,75,58,51,45,18,53,52,28,27,15,29,37,52,49,43,15,46,45,57,3,2,24,50,6,22,117,149,63,239,153,67,83,113,43,10,1059,NA,TRUE,FALSE,11,11,2,2,"0,71"
"233",600,NA,NA,"base","interview",3,4,2,4,3,2,5,3,4,3,3,1,2,2,4,2,2,3,1,1,1,1,1,1,1,6,6,2,1,4,2,1,1,11,51,99,31,100,50,100,100,100,31,100,1,11,80,6,100,71,38,3,3,51,51,40,46,70,48,92,46,15,100,6,6,6,6,6,6,6,6,3,4,57,NA,97,49,33,45,20,16,80,28,35,17,51,28,14,13,68,25,27,11,1,25,56,5,13,91,90,57,189,93,42,50,150,34,1,810,NA,TRUE,FALSE,11,11,1,1,"1,17"
"234",603,NA,NA,"base","interview",1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,51,2,80,51,100,80,80,1,1,51,100,51,100,31,99,100,100,1,1,100,51,80,100,50,1,80,100,100,65,5,6,6,6,6,6,6,6,6,6,51,51,51,51,51,51,51,71,71,51,51,35,52,53,53,72,52,53,53,53,1,24,43,6,16,138,274,88,285,105,44,101,185,29,8,1273,NA,TRUE,FALSE,11,11,0,0,"0,71"
"235",606,NA,NA,"base","interview",4,4,4,4,2,3,5,3,2,4,3,3,4,5,5,3,6,4,2,5,4,3,4,5,4,5,6,4,2,4,2,1,2,65,43,39,1,100,82,89,100,60,10,52,28,46,100,66,60,70,1,1,74,76,100,41,15,51,50,35,51,51,1,5,3,2,4,3,2,6,5,4,3,29,24,64,34,6,67,60,83,1,1,43,46,41,6,7,1,35,34,57,1,2,23,73,5,16,55,89,46,176,89,51,80,106,37,12,757,NA,TRUE,FALSE,11,11,0,0,"0,97"
"236",608,NA,NA,"base","interview",3,2,2,3,2,2,1,2,1,5,1,1,1,2,2,1,1,6,1,6,1,2,1,4,4,1,1,6,1,4,1,2,2,90,51,51,100,31,90,100,100,65,40,100,86,21,100,21,100,80,56,34,1,70,55,80,75,100,51,68,100,1,36,6,4,4,6,4,4,6,6,4,5,66,51,55,51,52,52,101,53,67,32,9,49,53,50,65,5,6,72,17,34,1,22,24,5,11,68,112,49,202,90,60,56,77,27,3,755,NA,TRUE,FALSE,11,11,2,2,"1,13"
"237",610,NA,NA,"base","interview",3,4,4,4,2,2,4,3,3,6,5,6,6,6,5,2,6,3,3,3,3,3,5,3,3,3,6,4,3,6,6,5,3,55,73,100,16,80,66,87,85,60,9,30,32,100,61,82,80,11,18,48,28,16,71,28,31,28,52,79,42,8,6,6,4,4,3,4,5,4,4,1,4,91,74,24,30,32,32,12,61,16,5,16,56,58,35,6,3,18,NA,82,14,2,28,72,6,4,84,119,57,215,112,59,80,104,29,6,869,NA,TRUE,FALSE,11,11,1,1,"1,07"
"238",611,NA,NA,"base","interview",2,2,3,2,2,1,5,3,2,3,2,1,1,1,1,1,1,2,2,2,2,1,1,4,5,3,3,2,1,3,4,4,2,21,100,NA,100,100,100,100,100,1,2,1,51,100,100,41,100,100,51,1,1,100,52,51,52,100,1,100,100,2,100,6,5,5,6,5,5,5,5,1,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1,25,40,5,21,82,86,57,157,85,45,60,193,26,3,815,NA,TRUE,FALSE,11,11,1,1,"1,07"
"239",612,NA,NA,"base","interview",1,1,1,3,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,3,2,1,2,2,1,4,2,2,2,2,1,2,2,1,87,51,82,35,85,70,100,31,1,49,100,100,100,79,100,69,83,1,6,100,51,51,90,21,1,80,100,100,71,5,5,5,6,6,6,5,6,4,5,81,60,60,43,37,60,101,80,101,71,71,22,81,61,72,51,51,101,51,62,1,21,34,5,55,35,66,45,151,70,31,32,84,16,5,590,NA,TRUE,FALSE,11,11,0,0,"1,41"
"240",613,NA,NA,"base","interview",1,1,3,NA,1,1,4,2,1,5,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,3,3,3,2,2,1,1,1,1,51,85,51,51,100,80,85,11,1,85,NA,51,100,11,100,100,100,1,1,100,71,100,61,61,11,100,100,1,51,4,5,5,6,6,5,6,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,43,5,4,80,133,66,280,127,53,87,32,25,7,894,NA,TRUE,FALSE,11,11,18,18,"1,21"
"241",614,NA,NA,"base","interview",1,2,2,3,2,2,2,2,1,2,2,1,1,1,1,1,1,5,1,6,1,2,3,2,1,3,2,1,1,2,2,2,2,NA,80,51,55,NA,79,58,76,NA,NA,51,51,82,100,71,100,95,82,NA,NA,80,27,76,90,NA,NA,89,100,100,92,5,6,5,5,6,5,5,4,4,4,58,40,31,39,33,78,78,68,81,51,51,51,50,65,74,79,51,76,51,51,1,23,32,6,275,103,132,111,200,91,44,70,122,20,6,910,NA,TRUE,FALSE,11,11,7,6,"0,84"
"242",615,NA,NA,"base","interview",4,5,3,3,4,2,5,2,2,4,1,1,1,4,1,1,5,5,1,3,3,1,2,1,4,2,2,1,1,4,3,2,2,22,100,100,81,70,79,100,100,1,63,22,1,100,100,100,100,61,61,31,1,34,63,100,24,65,68,100,74,100,77,6,4,5,6,5,6,6,6,2,5,70,32,72,20,80,78,79,55,55,36,36,33,54,51,16,17,51,51,33,1,1,25,58,6,3,111,108,56,238,258,54,61,88,24,2,1003,NA,TRUE,FALSE,11,11,0,0,"1,27"
"243",616,NA,NA,"base","interview",1,2,1,3,2,2,3,1,1,2,1,1,1,1,1,1,1,3,1,2,2,2,3,3,1,4,3,2,2,2,3,2,2,1,33,19,62,5,83,28,85,1,1,27,33,75,84,100,100,100,73,1,1,100,33,61,78,1,1,26,100,20,84,6,6,6,5,6,6,6,6,4,5,28,29,2,4,2,2,81,63,68,51,50,21,56,49,49,30,27,57,51,36,1,21,28,5,3,38,74,32,120,67,31,39,73,18,3,498,NA,TRUE,FALSE,11,11,0,0,"1,75"
"244",617,NA,NA,"base","interview",2,1,1,2,1,2,3,1,1,1,1,1,1,2,2,1,2,4,5,4,4,2,1,3,2,4,2,3,3,3,4,4,2,NA,53,49,51,45,68,58,100,43,39,36,31,53,83,51,100,90,45,14,6,73,29,52,97,61,48,48,100,52,73,5,5,5,5,6,5,4,5,4,5,88,87,43,50,52,58,101,45,28,26,44,59,64,81,83,14,66,51,63,25,1,20,50,5,1,77,80,43,112,163,86,48,60,21,2,693,NA,TRUE,FALSE,11,11,1,1,"1,52"
"245",618,NA,NA,"base","interview",3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,2,3,1,3,2,1,2,2,3,2,2,1,76,8,52,4,100,61,80,2,1,50,77,100,84,86,100,100,72,1,1,100,14,53,76,1,NA,30,100,NA,100,5,5,5,5,4,4,5,4,1,2,6,15,20,13,13,12,85,47,48,13,35,14,61,52,68,38,37,52,31,48,1,23,23,5,13,77,132,68,188,99,90,93,88,37,5,890,NA,TRUE,FALSE,11,11,1,1,"0,89"
"246",620,NA,NA,"base","interview",1,1,3,2,3,1,3,1,2,3,1,1,1,1,1,1,6,3,2,5,1,1,6,2,6,6,6,1,1,1,1,1,1,NA,66,51,94,NA,100,56,57,NA,60,NA,54,100,100,100,59,77,41,NA,NA,77,52,100,28,19,30,31,100,NA,100,3,5,3,6,6,6,6,6,6,4,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1,27,32,5,2,109,126,62,121,202,74,308,219,22,7,1252,NA,TRUE,FALSE,11,11,4,4,"0,98"
"247",621,NA,NA,"base","interview",2,2,2,2,3,3,4,5,4,1,1,1,1,1,1,1,1,6,1,6,3,4,5,4,4,3,2,2,2,3,2,2,5,NA,36,64,NA,13,45,70,48,NA,13,NA,NA,5,71,54,52,43,70,NA,NA,59,51,79,74,90,44,53,95,NA,100,5,4,4,6,6,5,6,5,2,4,25,17,20,27,31,32,83,83,67,45,44,3,56,44,45,1,25,58,29,18,1,24,24,5,13,98,104,65,178,117,51,70,113,35,15,859,NA,TRUE,FALSE,11,11,6,5,"0,85"
