"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","ko01_31","mi01_01","mi01_02","mi01_03","mi01_04","mi01_05","mi01_06","mi01_07","mi01_08","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","ta01_21","ta01_22","ta01_23","ta01_24","ta01_25","ta01_26","ta01_27","ta01_28","ta01_29","ta01_30","ta01_31","ta01_32","ta01_33","ta01_34","ta01_35","ta01_36","ta01_37","ta01_38","ta01_39","ta01_40","de01_01","de02","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"45",108,NA,NA,"base","interview",2,3,2,2,1,2,2,2,2,2,1,2,1,5,2,2,4,5,3,5,2,3,1,2,1,1,6,1,10,1,8,4,8,1,1,9,9,10,6,9,10,10,11,1,2,9,4,9,10,1,3,3,11,6,6,3,3,2,1,3,3,2,2,2,1,1,1,3,1,6,6,2,2,11,9,11,11,11,6,1,11,11,6,11,6,9,11,11,6,6,9,6,11,6,1,1,3,1,1,1,2,3,1,24,1,2,7,2293,83,163,212,132,68,53,211,30,3,967,NA,TRUE,FALSE,10,10,1,0,"0,86"
"46",110,NA,NA,"base","interview",2,3,1,3,2,1,2,1,1,5,2,4,2,4,4,2,6,4,2,2,2,1,2,3,1,6,6,8,6,6,9,9,9,5,4,6,5,5,9,6,9,9,4,3,4,8,5,4,8,4,8,8,8,3,9,4,3,4,2,4,5,4,3,6,7,6,2,5,6,8,6,8,5,6,6,6,5,6,8,6,6,6,5,6,5,6,6,5,2,6,6,6,6,6,6,6,3,6,5,4,5,6,3,20,1,6,4,8,52,74,109,60,35,25,106,40,6,515,NA,TRUE,FALSE,10,10,0,0,"1,4"
"47",116,NA,NA,"base","interview",1,5,3,2,3,3,2,1,1,5,1,5,1,1,2,1,4,3,1,5,5,1,2,6,2,1,11,1,6,3,3,8,9,1,1,1,6,11,11,11,11,9,11,1,1,11,8,11,8,1,5,1,11,11,1,6,6,6,3,5,6,5,6,11,1,1,1,6,1,11,11,10,8,11,9,11,1,11,7,1,6,5,3,1,6,1,7,7,6,8,8,9,11,9,8,11,6,6,9,1,11,6,8,25,2,6,7,383,48,100,151,109,44,15,313,39,153,837,NA,TRUE,FALSE,10,10,1,0,"0,96"
"48",117,NA,NA,"base","interview",5,5,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,3,11,1,11,1,8,2,7,6,1,7,2,11,1,1,1,5,1,11,1,10,1,1,7,10,6,1,1,1,2,2,2,2,6,6,5,5,6,5,8,8,7,11,10,11,3,10,1,1,2,1,1,1,1,1,2,1,1,3,1,5,2,1,1,1,2,11,9,3,3,1,5,2,1,2,1,3,20,2,11,4,6,30,72,130,61,37,36,163,35,10,580,NA,TRUE,FALSE,10,10,1,0,"1,41"
"49",118,NA,NA,"base","interview",1,3,1,1,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,11,1,11,4,11,1,1,11,3,11,11,11,11,11,11,1,1,11,1,11,11,1,5,NA,11,NA,3,2,2,1,1,2,3,2,1,4,1,3,7,8,1,11,10,2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,10,11,1,2,1,5,1,1,1,1,1,1,23,2,3,4,3,41,77,107,48,39,28,95,36,3,477,NA,TRUE,FALSE,10,10,2,2,"1,73"
"50",119,NA,NA,"base","interview",1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,10,1,11,3,8,9,11,1,1,7,11,11,10,10,11,9,10,1,1,11,2,10,11,1,1,1,11,6,1,2,2,1,2,1,2,1,1,6,1,3,3,7,3,11,11,11,6,11,11,10,9,11,11,11,11,11,11,8,9,8,10,11,11,10,8,10,10,8,5,6,4,5,2,1,4,8,2,25,1,3,4,7,52,107,102,77,32,19,107,21,2,526,NA,TRUE,FALSE,10,10,1,0,"1,69"
"51",121,NA,NA,"base","interview",2,2,1,3,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,7,1,10,9,6,1,1,8,7,9,11,10,10,11,9,1,1,11,6,8,10,3,2,1,11,2,10,2,2,2,2,2,2,2,2,6,1,2,1,7,2,10,9,6,6,11,10,9,7,11,8,9,9,9,8,10,8,7,9,9,6,5,7,6,10,3,2,1,1,1,1,2,3,6,1,20,2,2,4,14,59,179,177,67,32,18,146,30,5,727,NA,TRUE,FALSE,10,10,1,0,"1,22"
"52",122,NA,NA,"base","interview",3,1,2,2,1,1,5,4,3,6,3,3,4,4,3,2,5,5,1,5,4,6,6,6,6,6,5,11,2,11,3,9,5,10,7,1,3,1,11,9,11,4,4,3,7,9,10,6,2,11,2,3,3,3,2,4,5,5,4,6,6,4,4,9,7,7,1,10,11,9,11,10,7,5,2,3,1,8,5,1,2,9,1,1,2,1,3,3,1,3,5,3,8,11,8,10,9,8,6,2,8,9,1,28,2,9,7,13,53,63,157,81,56,25,173,21,6,648,NA,TRUE,FALSE,10,10,1,0,"1,25"
"53",124,NA,NA,"base","interview",1,2,1,3,3,NA,2,2,1,4,3,1,1,1,1,1,3,6,1,6,3,1,3,5,1,1,4,2,8,2,8,9,10,1,1,7,7,8,9,NA,10,11,10,2,1,8,5,9,11,6,5,6,11,3,7,3,3,3,2,2,2,2,1,6,1,6,1,6,4,6,6,6,5,7,7,9,8,10,6,6,6,8,4,5,6,2,5,9,8,6,7,7,9,8,6,4,5,3,2,3,6,5,6,57,2,4,6,22,5566,236,272,162,119,48,271,39,9,1255,NA,TRUE,FALSE,10,10,2,2,"0,56"
"54",128,NA,NA,"base","interview",2,2,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,9,1,1,1,4,9,1,1,9,11,11,1,1,1,11,6,1,11,1,1,1,1,1,9,4,4,2,2,3,5,4,2,6,2,9,1,10,8,8,11,6,3,11,11,11,2,9,11,11,11,8,6,2,3,6,9,3,1,3,9,6,11,6,4,6,3,4,4,10,2,11,2,27,2,4,7,9,105,129,199,83,51,27,174,26,4,807,NA,TRUE,FALSE,10,10,1,0,"1,11"
"55",129,NA,NA,"base","interview",1,3,3,1,3,3,3,2,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,6,3,8,2,6,6,9,2,1,9,1,9,8,11,11,11,11,1,1,11,3,9,11,6,8,3,11,6,9,2,2,1,1,2,3,2,1,2,2,6,1,4,2,10,5,2,3,11,11,11,9,11,10,9,11,11,10,7,11,7,10,11,2,10,10,10,11,6,3,3,4,2,2,1,3,2,2,21,2,3,4,4,49,144,132,73,45,26,137,25,2,637,NA,TRUE,FALSE,10,10,1,0,"1,61"
"56",135,NA,NA,"base","interview",2,3,2,3,1,1,2,1,1,4,1,1,1,2,2,1,1,5,2,2,2,2,1,2,2,NA,10,6,7,3,8,8,9,1,NA,4,NA,11,6,10,11,9,8,NA,2,11,3,8,9,NA,NA,10,11,3,11,4,3,3,2,2,3,2,2,4,1,3,1,5,7,7,10,3,1,11,7,10,10,11,7,10,8,11,5,2,7,4,11,11,3,5,6,6,11,7,3,3,3,2,1,1,2,2,1,23,1,4,4,27,127,70,108,97,41,19,117,54,49,666,NA,TRUE,FALSE,10,10,6,5,"1,05"
"57",144,NA,NA,"base","interview",2,3,1,2,1,1,2,1,1,4,4,1,1,1,1,1,2,2,1,2,2,2,3,5,1,1,8,9,6,2,10,8,11,3,1,7,2,8,11,4,9,8,11,1,2,9,3,9,8,8,3,6,9,5,4,6,6,2,2,4,3,2,2,6,2,6,1,9,5,6,8,4,4,8,7,7,6,9,11,9,4,8,5,4,6,5,9,9,3,4,9,6,10,10,7,3,3,5,4,3,4,4,3,27,2,5,7,34,130,150,341,182,138,64,268,59,14,1380,NA,TRUE,FALSE,10,10,1,0,"0,53"
"58",145,NA,NA,"base","interview",1,4,2,3,1,3,3,2,1,4,1,1,1,1,1,1,3,5,1,6,1,5,5,3,1,3,7,5,6,4,11,11,6,1,3,4,6,5,9,5,11,9,4,3,1,10,2,8,10,8,2,3,9,3,11,2,2,1,1,1,1,1,1,6,5,5,11,6,4,11,8,5,4,11,10,3,9,11,9,8,8,9,5,7,5,5,11,9,3,6,8,6,11,7,3,6,4,6,6,2,5,4,4,23,1,3,4,28,97,144,219,121,69,36,196,45,6,961,NA,TRUE,FALSE,10,10,1,0,"0,79"
"59",153,NA,NA,"base","interview",1,2,1,3,2,3,3,1,2,2,1,2,1,3,4,1,2,3,2,3,2,2,2,2,1,1,4,2,6,1,9,7,8,1,1,5,6,6,10,8,8,10,8,2,1,10,4,NA,11,5,NA,3,9,1,4,4,4,4,2,3,2,2,2,6,4,6,1,6,5,9,7,6,6,6,7,8,9,10,6,6,9,11,8,5,6,5,9,10,5,6,6,6,9,6,5,5,5,4,2,2,6,3,3,22,1,4,4,4,48,65,113,58,30,20,116,25,2,481,NA,TRUE,FALSE,10,10,1,0,"1,89"
"60",167,NA,NA,"base","interview",2,4,4,3,4,3,3,2,1,1,1,4,2,4,6,3,5,5,1,5,2,2,1,2,2,1,11,5,7,5,9,11,9,3,1,7,2,11,11,9,11,11,11,1,1,11,9,9,9,1,3,8,11,6,6,6,5,4,3,6,6,3,2,8,4,6,1,9,6,5,11,5,7,6,NA,8,3,8,6,6,6,6,6,3,6,8,6,8,6,6,8,6,6,9,9,7,3,9,8,3,6,6,5,25,2,4,7,6,54,76,106,86,145,53,192,35,6,759,NA,TRUE,FALSE,10,10,2,1,"1,16"
"61",177,NA,NA,"base","interview",1,3,1,3,1,1,1,1,1,3,1,1,1,1,1,1,6,6,1,6,1,6,1,6,4,NA,11,9,9,11,9,11,11,11,1,2,1,8,11,11,9,11,4,1,1,11,3,11,5,3,3,3,11,9,3,6,6,3,3,5,6,1,3,11,1,6,1,5,6,11,6,6,6,6,6,6,3,6,6,6,6,5,5,4,3,1,4,6,5,2,2,6,6,11,8,11,4,6,8,2,11,4,9,29,2,6,7,191,58,106,146,96,73,44,208,36,24,803,NA,TRUE,FALSE,10,10,2,1,"0,82"
"62",189,NA,NA,"base","interview",2,2,4,3,2,2,2,2,1,2,1,1,3,1,1,1,4,1,1,1,1,1,1,4,2,1,11,1,9,6,2,8,11,2,1,4,1,11,11,8,11,11,5,1,1,11,4,11,11,3,1,11,11,9,10,2,2,2,2,2,1,1,1,6,1,1,1,9,3,4,4,6,6,11,10,9,9,11,7,10,10,11,6,3,4,4,11,11,1,6,6,6,11,9,6,4,1,3,5,1,6,8,1,25,1,4,7,6,115,275,384,128,58,36,343,75,15,1435,NA,TRUE,FALSE,10,10,1,0,"0,75"
"63",192,NA,NA,"base","interview",2,3,3,2,2,2,3,2,3,4,3,1,1,2,2,2,3,4,2,2,1,1,2,2,3,3,4,1,4,3,4,11,9,1,1,8,1,7,6,3,8,6,11,1,2,9,7,9,7,3,3,NA,10,8,7,4,4,3,2,3,2,2,2,1,1,1,6,1,4,6,10,6,1,9,6,8,2,8,6,6,6,3,4,6,3,5,7,4,2,2,NA,4,7,8,1,3,1,5,1,2,1,2,1,19,2,3,3,496,198,297,705,196,140,98,326,43,2,2017,NA,TRUE,FALSE,10,10,2,2,"0,66"
"64",199,NA,NA,"base","interview",1,1,1,4,2,1,1,1,1,1,2,1,1,2,1,1,3,6,1,6,1,4,4,1,1,NA,8,6,8,2,8,8,11,1,6,9,4,11,9,11,11,11,11,1,1,11,5,6,11,6,2,3,11,11,8,1,1,1,1,1,1,1,1,3,3,4,1,3,1,2,4,6,6,11,11,11,11,11,11,9,11,10,9,8,8,11,11,11,4,7,11,7,11,6,4,3,1,1,3,1,6,6,1,25,1,1,7,9,56,103,212,128,48,33,195,24,20,828,NA,TRUE,FALSE,10,10,2,1,"1,02"
"65",212,NA,NA,"base","interview",2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,11,3,10,2,6,6,11,1,1,10,6,11,6,11,11,11,11,1,1,11,1,11,10,1,1,1,11,1,4,2,2,2,2,1,1,1,1,2,2,6,2,2,2,10,9,2,2,10,10,10,10,10,10,10,6,10,6,10,10,9,9,10,8,8,6,9,10,2,2,2,1,2,2,2,2,2,2,22,1,2,4,9,63,109,145,70,53,37,183,36,8,713,NA,TRUE,FALSE,10,10,1,0,"1,07"
"66",222,NA,NA,"base","interview",1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,6,1,3,2,1,2,4,2,1,8,10,8,1,9,7,6,1,7,6,6,11,11,8,11,11,11,1,1,11,6,9,11,9,1,10,11,4,6,4,5,2,2,3,4,3,3,8,1,6,1,10,1,10,6,6,6,11,10,11,10,11,5,8,6,9,9,4,6,9,11,10,6,5,9,6,11,7,3,4,1,2,6,2,6,1,1,30,1,4,7,23,117,217,672,181,157,114,335,379,24,1877,NA,TRUE,FALSE,10,10,1,0,"0,4"
"67",234,NA,NA,"base","interview",1,3,5,3,3,4,4,3,1,6,1,2,2,1,1,1,5,1,1,1,1,1,3,3,1,7,9,6,6,6,8,11,8,1,1,6,2,5,11,11,6,6,8,2,1,9,6,3,6,8,2,8,10,3,10,4,4,5,4,5,3,1,2,6,2,6,2,4,3,5,9,6,4,7,6,2,7,10,6,5,5,3,7,10,7,3,4,8,2,6,6,5,8,9,6,4,3,5,3,1,4,1,5,54,2,8,3,4,314,639,530,305,155,237,452,393,28,2495,NA,TRUE,FALSE,10,10,2,2,"0,52"
"68",235,NA,NA,"base","interview",2,4,2,3,3,2,2,2,1,3,3,2,2,3,2,2,4,2,2,2,3,1,2,3,3,2,4,6,9,3,3,7,9,3,1,2,7,8,10,8,8,7,7,3,1,7,3,10,8,2,2,9,4,4,10,3,2,3,2,3,3,2,2,5,3,5,1,5,6,6,9,5,4,5,6,2,5,5,3,6,5,7,3,7,4,2,5,5,3,4,5,4,7,6,3,3,4,3,2,4,4,2,2,17,2,4,3,48,240,295,465,222,83,95,298,117,16,1879,NA,TRUE,FALSE,10,10,1,0,"0,4"
"69",236,NA,NA,"base","interview",3,3,2,4,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,11,7,11,7,11,5,7,1,3,7,2,10,NA,11,11,11,11,8,2,11,7,10,11,9,8,9,11,2,11,3,3,2,2,4,3,2,1,9,6,11,1,10,9,11,11,9,4,11,8,10,10,11,11,10,11,10,9,11,9,8,9,8,7,7,5,9,10,9,8,9,4,8,10,7,9,9,8,55,NA,5,NA,22,105,138,200,88,54,132,187,67,7,1000,NA,TRUE,FALSE,10,10,2,2,"0,76"
"70",237,NA,NA,"base","interview",3,3,5,2,1,1,3,3,2,2,2,1,1,1,1,1,4,3,1,3,1,1,3,2,1,1,7,9,9,9,8,9,11,7,NA,6,2,11,10,11,11,8,11,6,3,10,4,11,9,3,2,7,8,1,10,2,2,1,1,2,3,2,1,3,1,8,1,8,10,11,11,3,3,8,6,11,6,8,8,8,8,1,8,8,3,10,1,3,2,10,10,8,11,2,3,1,1,2,3,3,3,1,1,52,2,3,7,15,201,212,360,172,69,92,357,60,7,1545,NA,TRUE,FALSE,10,10,2,1,"0,58"
"71",243,NA,NA,"base","interview",4,4,2,3,3,1,1,2,2,4,2,4,3,4,5,2,3,3,2,3,4,3,6,6,4,5,9,8,3,7,7,10,11,6,4,6,11,11,11,10,11,4,1,1,1,11,3,11,4,5,2,11,11,9,7,4,5,5,2,6,6,5,2,10,1,3,3,10,10,5,4,8,9,11,4,9,3,4,2,6,8,1,2,1,2,1,9,2,1,1,6,2,9,9,10,5,6,10,5,3,8,2,7,22,1,7,4,129,41,71,108,122,143,16,170,25,4,712,NA,TRUE,FALSE,10,10,2,1,"1,23"
"72",246,NA,NA,"base","interview",1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,6,1,5,1,3,3,5,4,1,4,2,3,2,11,6,6,1,6,6,6,6,6,6,6,6,1,1,6,3,8,8,8,8,3,3,9,3,2,3,2,1,2,2,2,3,2,6,1,8,1,8,8,11,6,8,8,11,8,11,8,8,8,8,8,11,8,8,8,8,11,11,8,8,8,8,11,1,NA,1,3,1,1,1,5,5,1,57,1,4,7,8,273,397,265,105,54,51,222,56,14,1445,NA,TRUE,FALSE,10,10,2,2,"0,71"
"73",249,NA,NA,"base","interview",3,3,2,2,2,1,4,1,1,1,1,1,1,1,1,1,5,4,1,3,2,1,3,1,2,1,11,2,11,6,11,8,11,2,1,5,11,11,11,11,11,11,5,2,1,11,9,11,11,3,1,4,11,11,4,5,5,1,1,3,2,2,1,6,1,3,1,8,6,11,11,11,8,11,11,11,10,9,11,10,11,11,11,4,9,10,11,11,8,6,10,6,11,11,9,6,6,6,5,3,6,4,6,29,1,4,7,7,91,166,243,2997,57,22,227,35,7,952,NA,TRUE,FALSE,10,10,1,0,"0,9"
"74",252,NA,NA,"base","interview",3,3,2,1,5,1,1,1,1,6,3,6,4,1,6,3,1,4,6,6,4,4,1,6,6,1,11,11,3,2,9,11,11,3,1,2,1,11,11,11,7,11,11,1,1,6,1,11,6,1,1,6,6,11,1,3,1,1,1,6,6,1,1,7,1,7,1,11,1,11,11,11,9,11,3,4,1,7,11,1,1,1,1,1,11,1,7,3,1,1,7,1,5,11,10,11,6,11,11,1,8,4,9,25,2,6,4,3,163,216,146,211,60,27,121,34,2,983,NA,TRUE,FALSE,10,10,1,0,"1,32"
"75",254,NA,NA,"base","interview",4,5,4,4,2,1,4,2,2,4,5,4,1,4,3,5,5,3,2,3,3,2,5,5,5,6,8,4,2,9,6,11,8,9,2,6,2,10,11,4,11,2,3,1,7,10,4,2,3,3,11,11,9,10,3,5,5,3,3,6,4,2,5,10,3,7,2,8,10,8,7,4,7,8,3,6,4,7,6,5,5,7,1,2,4,6,9,8,1,2,8,5,10,9,8,7,2,8,8,1,8,1,5,NA,2,7,6,9,161,418,696,502,96,45,553,29,8,2517,NA,TRUE,FALSE,10,10,2,1,"0,61"
"76",257,NA,NA,"base","interview",4,4,3,4,2,2,5,3,2,6,5,6,5,6,5,6,4,5,6,6,6,6,4,6,6,1,10,2,3,10,1,6,11,10,1,6,11,11,5,9,11,1,5,9,11,1,11,3,1,1,9,9,2,NA,6,5,4,5,5,6,5,5,4,7,1,4,1,10,9,3,9,8,9,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,9,1,7,8,9,8,11,9,9,4,8,1,7,NA,1,9,4,3,62,86,120,82,43,21,117,23,5,562,NA,TRUE,FALSE,10,10,2,2,"1,52"
"77",258,NA,NA,"base","interview",2,2,3,3,2,2,3,2,2,3,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,8,8,8,5,8,8,11,1,1,5,6,11,1,6,11,11,11,1,1,11,9,6,10,1,4,1,11,11,9,4,4,3,3,3,3,2,2,4,6,6,1,11,2,11,11,4,1,11,11,10,5,1,11,6,11,9,7,1,6,3,9,10,4,5,5,6,7,7,4,4,2,2,2,1,3,2,2,22,1,4,4,3,78,99,162,59,34,21,205,21,3,685,NA,TRUE,FALSE,10,10,2,1,"1,55"
"78",260,NA,NA,"base","interview",2,3,3,4,3,2,1,1,2,4,1,3,3,2,1,1,4,2,1,2,1,1,2,3,2,1,7,1,10,5,10,10,11,1,1,7,9,11,11,10,11,9,11,1,1,11,3,5,11,1,5,7,11,11,10,3,3,2,2,3,4,3,2,7,4,8,1,10,2,9,10,7,10,11,10,11,11,11,10,10,11,11,7,9,7,8,9,9,6,2,8,4,9,10,8,9,9,8,7,5,9,9,8,21,1,5,4,2,35,73,1985,55,32,16,127,26,2,535,NA,TRUE,FALSE,10,10,1,0,"1,81"
"79",261,NA,NA,"base","interview",3,5,4,3,2,3,3,2,2,5,2,3,1,NA,2,2,2,4,2,4,3,4,4,5,3,2,10,7,8,6,9,10,10,7,6,6,10,10,10,11,10,7,8,3,5,10,7,8,8,6,7,7,10,6,7,5,5,4,3,4,3,3,3,10,6,7,2,8,7,11,8,8,9,9,7,7,7,8,9,7,9,9,8,7,9,7,10,8,7,3,9,8,8,8,6,8,6,8,8,2,9,6,7,25,1,6,7,3,58,82,124,140,37,15,214,24,2,699,NA,TRUE,FALSE,10,10,2,2,"1,67"
"80",263,NA,NA,"base","interview",3,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,4,1,1,2,1,1,NA,11,6,11,8,11,11,6,NA,NA,6,6,11,11,11,11,11,11,NA,NA,11,4,11,10,NA,NA,11,11,11,3,3,3,1,1,4,5,1,1,3,NA,NA,NA,11,NA,11,11,6,NA,11,11,11,11,11,11,11,11,11,9,NA,6,NA,11,11,1,4,11,9,11,11,11,6,NA,11,5,NA,1,11,11,20,1,6,4,20,108,128,196,81,40,14,210,32,9,838,NA,TRUE,FALSE,10,10,12,11,"1,05"
"81",268,NA,NA,"base","interview",3,2,2,4,3,3,3,2,2,4,4,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,4,3,6,7,5,10,11,2,3,4,6,7,11,10,9,9,11,1,1,9,8,9,9,3,5,3,9,7,7,3,4,2,2,5,5,2,3,6,1,4,1,5,2,8,8,6,2,8,8,11,6,10,7,6,6,9,4,4,7,7,8,11,6,4,8,5,9,8,4,3,1,4,3,1,2,3,1,26,1,5,7,3,52,70,130,69,32,17,151,20,4,548,NA,TRUE,FALSE,10,10,1,0,"1,68"
"82",271,NA,NA,"base","interview",2,3,2,4,3,2,3,1,1,2,3,2,2,2,2,1,4,2,2,3,2,3,1,3,2,1,8,6,9,3,9,8,11,2,3,6,8,11,11,10,11,10,11,1,1,10,5,9,10,7,5,9,11,5,11,4,5,5,3,2,3,1,2,7,4,6,1,9,7,10,10,8,8,11,10,10,10,7,11,9,10,10,7,10,8,9,11,10,7,6,6,8,10,9,8,5,3,9,5,9,6,8,7,21,1,2,4,10,48,110,88,104,26,16,87,19,4,512,NA,TRUE,FALSE,10,10,1,0,"1,61"
"83",273,NA,NA,"base","interview",2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,2,5,2,5,4,1,3,1,2,1,11,3,9,2,10,6,11,1,2,6,9,11,11,6,11,11,11,1,1,11,1,11,11,4,1,2,11,4,8,4,3,3,1,1,1,1,1,3,1,6,1,7,2,8,8,6,4,11,11,11,11,11,8,9,11,11,11,9,8,9,11,11,6,6,11,9,11,4,5,5,1,3,2,2,3,2,3,23,1,3,7,18,80,121,229,69,39,28,142,27,10,763,NA,TRUE,FALSE,10,10,1,0,"1,04"
"84",274,NA,NA,"base","interview",2,3,2,4,4,3,3,3,3,1,1,1,1,5,4,1,4,6,1,6,5,2,3,3,2,1,7,11,5,5,4,9,11,3,8,6,2,4,6,4,6,6,9,1,1,6,6,3,7,9,9,6,6,1,2,2,2,2,2,3,4,3,4,4,1,9,1,5,5,6,5,4,4,6,6,6,3,6,6,5,6,8,5,1,6,4,9,8,5,4,9,6,9,5,5,3,2,3,2,3,4,1,1,29,2,5,7,3,71,117,170,131,46,34,185,31,10,798,NA,TRUE,FALSE,10,10,2,1,"1,16"
"85",275,NA,NA,"base","interview",1,4,1,2,3,1,2,1,2,5,4,5,1,2,1,1,2,6,2,5,5,5,4,6,2,1,9,2,10,3,10,11,8,3,1,1,9,10,11,11,8,10,4,8,1,9,10,11,11,2,2,9,11,10,11,4,3,2,2,3,4,2,1,9,2,4,1,10,9,6,9,9,3,11,11,10,3,11,10,10,11,7,10,3,9,1,9,8,10,10,5,9,10,10,9,11,8,10,10,2,10,10,10,27,2,6,7,5,109,184,135,83,46,20,202,43,8,835,NA,TRUE,FALSE,10,10,1,0,"1,13"
"86",281,NA,NA,"base","interview",3,4,3,4,2,2,5,2,3,6,3,1,5,6,1,6,2,4,3,6,5,3,5,4,1,4,3,11,1,11,4,11,7,9,7,5,11,2,11,2,6,1,8,2,5,1,7,5,1,3,10,1,1,1,1,1,5,1,1,2,1,1,1,7,9,1,2,6,11,4,11,4,7,1,1,8,1,6,1,2,1,1,1,1,4,2,11,10,1,1,1,3,2,6,6,3,2,1,1,1,7,1,2,20,2,8,4,3,87,114,140,139,58,113,113,32,9,808,NA,TRUE,FALSE,10,10,1,0,"1,14"
"87",284,NA,NA,"base","interview",1,1,1,3,3,3,1,1,1,4,2,2,3,1,3,1,2,3,1,1,1,1,2,2,2,1,7,7,4,5,10,8,10,4,2,5,9,11,11,11,11,9,9,5,3,11,4,10,10,6,3,8,11,8,7,4,3,1,1,1,2,2,1,6,2,5,2,8,6,8,5,4,4,10,8,10,9,11,6,7,7,10,6,2,4,5,9,9,3,5,9,4,11,9,7,4,3,3,3,3,4,6,4,NA,1,4,7,6,50,77,127,120,35,30,154,22,7,628,NA,TRUE,FALSE,10,10,2,1,"1,34"
"88",288,NA,NA,"base","interview",1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,3,2,1,2,2,1,1,4,8,9,2,11,7,8,1,8,7,3,9,7,5,11,11,11,1,1,11,3,10,11,10,4,8,9,6,8,4,3,2,2,2,1,1,1,4,2,9,1,7,3,10,9,2,3,9,11,10,9,11,9,10,8,10,10,7,10,7,10,11,7,10,9,9,10,2,2,2,1,1,1,1,1,2,1,36,2,3,7,51,123,213,284,257,160,44,306,74,10,1522,NA,TRUE,FALSE,10,10,1,0,"0,51"
"89",291,NA,NA,"base","interview",1,1,2,4,3,4,4,3,2,4,1,1,2,2,2,1,3,2,1,2,2,2,2,5,1,1,11,8,3,10,9,8,9,2,7,1,7,11,11,9,6,10,9,10,1,9,9,5,11,7,3,11,9,10,2,5,6,5,5,5,5,5,3,8,8,8,1,7,7,6,9,7,7,6,8,5,4,9,4,8,6,4,6,1,5,1,8,7,5,3,3,5,9,9,8,8,5,6,7,2,7,8,7,23,2,6,4,42,389,889,1344,523,177,115,932,93,30,2586,NA,TRUE,FALSE,10,10,2,1,"0,23"
"90",292,NA,NA,"base","interview",3,2,5,3,3,2,1,2,2,4,6,4,5,2,1,1,5,5,1,3,2,3,5,5,3,NA,11,2,4,8,9,10,11,7,NA,3,11,11,11,11,11,10,5,2,3,11,11,11,11,2,6,9,11,11,9,2,2,2,2,1,4,4,3,8,1,3,4,11,8,7,9,4,6,11,4,6,7,8,9,8,9,7,4,2,5,2,7,6,6,2,11,4,9,7,6,9,10,8,6,5,9,5,6,20,2,5,4,28,86,97,141,89,15811,25,167,43,7,736,NA,TRUE,FALSE,10,10,2,2,"0,88"
"91",296,NA,NA,"base","interview",2,3,2,2,2,2,3,2,2,4,2,2,4,3,4,2,4,5,2,5,4,4,4,5,3,1,10,10,5,8,6,10,9,4,8,2,8,7,11,10,7,6,7,3,5,8,7,6,8,8,7,10,7,6,8,4,4,3,3,4,4,3,3,8,7,8,2,10,7,8,8,7,7,8,6,6,4,8,6,6,6,10,5,1,5,2,7,6,3,6,5,6,6,8,8,7,7,8,7,5,8,7,6,20,1,7,4,3,90,161,291,130,73,43,666,93,8,1558,NA,TRUE,FALSE,10,10,1,0,"0,88"
